Ref_Date,Geo,School,Source,Stats,Vector,Coordinate,Value
2005,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835009,3.1.1.2,19
2010,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835009,3.1.1.2,22
2000,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835010,3.1.1.3,13400
2005,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835010,3.1.1.3,16000
2010,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835010,3.1.1.3,18200
2000,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835011,3.1.1.4,13
2005,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835011,3.1.1.4,13
2010,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835011,3.1.1.4,18
2000,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835012,3.1.1.5,11600
2005,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835012,3.1.1.5,13800
2010,Prince Edward Island,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835012,3.1.1.5,13500
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835013,3.1.2.1,54
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835013,3.1.2.1,52
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835013,3.1.2.1,46
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835014,3.1.2.2,9
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835014,3.1.2.2,13
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835014,3.1.2.2,12
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835015,3.1.2.3,12700
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835015,3.1.2.3,14100
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835015,3.1.2.3,14100
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835016,3.1.2.4,10
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835016,3.1.2.4,8
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835016,3.1.2.4,15
2000,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835017,3.1.2.5,11200
2005,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835017,3.1.2.5,11800
2010,Prince Edward Island,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835017,3.1.2.5,10800
2000,Prince Edward Island,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835018,3.1.3.1,30
2005,Prince Edward Island,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835018,3.1.3.1,35
2010,Prince Edward Island,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835018,3.1.3.1,32
2000,Prince Edward Island,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835019,3.1.3.2,
2005,Prince Edward Island,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835019,3.1.3.2,10
2010,Prince Edward Island,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835019,3.1.3.2,17
2000,Prince Edward Island,College,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835020,3.1.3.3,7600
