Ref_Date,Geo,School,Gender,Stats,Vector,Coordinate,Value
2000,Manitoba,College,Males,Out of labour force percent,v88832918,8.1.2.5,2
2005,Manitoba,College,Males,Out of labour force percent,v88832918,8.1.2.5,
2010,Manitoba,College,Males,Out of labour force percent,v88832918,8.1.2.5,
2000,Manitoba,College,Males,Unemployed rate,v88832919,8.1.2.6,6
2005,Manitoba,College,Males,Unemployed rate,v88832919,8.1.2.6,2
2010,Manitoba,College,Males,Unemployed rate,v88832919,8.1.2.6,
2000,Manitoba,College,Females,Number of graduates,v88832920,8.1.3.1,1200
2005,Manitoba,College,Females,Number of graduates,v88832920,8.1.3.1,1400
2010,Manitoba,College,Females,Number of graduates,v88832920,8.1.3.1,1600
2000,Manitoba,College,Females,Employed percent,v88832921,8.1.3.2,89
2005,Manitoba,College,Females,Employed percent,v88832921,8.1.3.2,90
2010,Manitoba,College,Females,Employed percent,v88832921,8.1.3.2,91
2000,Manitoba,College,Females,Employed fulltime percent,v88832922,8.1.3.3,77
2005,Manitoba,College,Females,Employed fulltime percent,v88832922,8.1.3.3,76
2010,Manitoba,College,Females,Employed fulltime percent,v88832922,8.1.3.3,77
2000,Manitoba,College,Females,Employed parttime percent,v88832923,8.1.3.4,12
2005,Manitoba,College,Females,Employed parttime percent,v88832923,8.1.3.4,11
2010,Manitoba,College,Females,Employed parttime percent,v88832923,8.1.3.4,14
2000,Manitoba,College,Females,Out of labour force percent,v88832924,8.1.3.5,5
2005,Manitoba,College,Females,Out of labour force percent,v88832924,8.1.3.5,5
2010,Manitoba,College,Females,Out of labour force percent,v88832924,8.1.3.5,6
2000,Manitoba,College,Females,Unemployed rate,v88832925,8.1.3.6,6
2005,Manitoba,College,Females,Unemployed rate,v88832925,8.1.3.6,5
2010,Manitoba,College,Females,Unemployed rate,v88832925,8.1.3.6,3
2000,Manitoba,Bachelors,Both sexes,Number of graduates,v88832926,8.2.1.1,2900
2005,Manitoba,Bachelors,Both sexes,Number of graduates,v88832926,8.2.1.1,3600
2010,Manitoba,Bachelors,Both sexes,Number of graduates,v88832926,8.2.1.1,3300
2000,Manitoba,Bachelors,Both sexes,Employed percent,v88832927,8.2.1.2,93
2005,Manitoba,Bachelors,Both sexes,Employed percent,v88832927,8.2.1.2,92
2010,Manitoba,Bachelors,Both sexes,Employed percent,v88832927,8.2.1.2,94
2000,Manitoba,Bachelors,Both sexes,Employed fulltime percent,v88832928,8.2.1.3,84
2005,Manitoba,Bachelors,Both sexes,Employed fulltime percent,v88832928,8.2.1.3,83
2010,Manitoba,Bachelors,Both sexes,Employed fulltime percent,v88832928,8.2.1.3,85
2000,Manitoba,Bachelors,Both sexes,Employed parttime percent,v88832929,8.2.1.4,8
2005,Manitoba,Bachelors,Both sexes,Employed parttime percent,v88832929,8.2.1.4,8
2010,Manitoba,Bachelors,Both sexes,Employed parttime percent,v88832929,8.2.1.4,8
2000,Manitoba,Bachelors,Both sexes,Out of labour force percent,v88832930,8.2.1.5,4
2005,Manitoba,Bachelors,Both sexes,Out of labour force percent,v88832930,8.2.1.5,3
2010,Manitoba,Bachelors,Both sexes,Out of labour force percent,v88832930,8.2.1.5,3
2000,Manitoba,Bachelors,Both sexes,Unemployed rate,v88832931,8.2.1.6,4
2005,Manitoba,Bachelors,Both sexes,Unemployed rate,v88832931,8.2.1.6,5
2010,Manitoba,Bachelors,Both sexes,Unemployed rate,v88832931,8.2.1.6,3
2000,Manitoba,Bachelors,Males,Number of graduates,v88832932,8.2.2.1,1100
2005,Manitoba,Bachelors,Males,Number of graduates,v88832932,8.2.2.1,1300
2010,Manitoba,Bachelors,Males,Number of graduates,v88832932,8.2.2.1,1300
2000,Manitoba,Bachelors,Males,Employed percent,v88832933,8.2.2.2,95
2005,Manitoba,Bachelors,Males,Employed percent,v88832933,8.2.2.2,94
2010,Manitoba,Bachelors,Males,Employed percent,v88832933,8.2.2.2,94
2000,Manitoba,Bachelors,Males,Employed fulltime percent,v88832934,8.2.2.3,90
2005,Manitoba,Bachelors,Males,Employed fulltime percent,v88832934,8.2.2.3,88
2010,Manitoba,Bachelors,Males,Employed fulltime percent,v88832934,8.2.2.3,87
2000,Manitoba,Bachelors,Males,Employed parttime percent,v88832935,8.2.2.4,5
2005,Manitoba,Bachelors,Males,Employed parttime percent,v88832935,8.2.2.4,5
2010,Manitoba,Bachelors,Males,Employed parttime percent,v88832935,8.2.2.4,
2000,Manitoba,Bachelors,Males,Out of labour force percent,v88832936,8.2.2.5,2
2005,Manitoba,Bachelors,Males,Out of labour force percent,v88832936,8.2.2.5,
2010,Manitoba,Bachelors,Males,Out of labour force percent,v88832936,8.2.2.5,
2000,Manitoba,Bachelors,Males,Unemployed rate,v88832937,8.2.2.6,3
2005,Manitoba,Bachelors,Males,Unemployed rate,v88832937,8.2.2.6,4
2010,Manitoba,Bachelors,Males,Unemployed rate,v88832937,8.2.2.6,
2000,Manitoba,Bachelors,Females,Number of graduates,v88832938,8.2.3.1,1800
2005,Manitoba,Bachelors,Females,Number of graduates,v88832938,8.2.3.1,2200
2010,Manitoba,Bachelors,Females,Number of graduates,v88832938,8.2.3.1,2000
2000,Manitoba,Bachelors,Females,Employed percent,v88832939,8.2.3.2,91
2005,Manitoba,Bachelors,Females,Employed percent,v88832939,8.2.3.2,91
2010,Manitoba,Bachelors,Females,Employed percent,v88832939,8.2.3.2,93
2000,Manitoba,Bachelors,Females,Employed fulltime percent,v88832940,8.2.3.3,81
2005,Manitoba,Bachelors,Females,Employed fulltime percent,v88832940,8.2.3.3,80
2010,Manitoba,Bachelors,Females,Employed fulltime percent,v88832940,8.2.3.3,84
2000,Manitoba,Bachelors,Females,Employed parttime percent,v88832941,8.2.3.4,10
2005,Manitoba,Bachelors,Females,Employed parttime percent,v88832941,8.2.3.4,9
2010,Manitoba,Bachelors,Females,Employed parttime percent,v88832941,8.2.3.4,9
2000,Manitoba,Bachelors,Females,Out of labour force percent,v88832942,8.2.3.5,5
2005,Manitoba,Bachelors,Females,Out of labour force percent,v88832942,8.2.3.5,4
2010,Manitoba,Bachelors,Females,Out of labour force percent,v88832942,8.2.3.5,
2000,Manitoba,Bachelors,Females,Unemployed rate,v88832943,8.2.3.6,4
2005,Manitoba,Bachelors,Females,Unemployed rate,v88832943,8.2.3.6,5
2010,Manitoba,Bachelors,Females,Unemployed rate,v88832943,8.2.3.6,5
2000,Manitoba,Masters,Both sexes,Number of graduates,v88832944,8.3.1.1,500
2005,Manitoba,Masters,Both sexes,Number of graduates,v88832944,8.3.1.1,600
2010,Manitoba,Masters,Both sexes,Number of graduates,v88832944,8.3.1.1,700
2000,Manitoba,Masters,Both sexes,Employed percent,v88832945,8.3.1.2,92
2005,Manitoba,Masters,Both sexes,Employed percent,v88832945,8.3.1.2,95
2010,Manitoba,Masters,Both sexes,Employed percent,v88832945,8.3.1.2,94
2000,Manitoba,Masters,Both sexes,Employed fulltime percent,v88832946,8.3.1.3,85
2005,Manitoba,Masters,Both sexes,Employed fulltime percent,v88832946,8.3.1.3,85
2010,Manitoba,Masters,Both sexes,Employed fulltime percent,v88832946,8.3.1.3,89
2000,Manitoba,Masters,Both sexes,Employed parttime percent,v88832947,8.3.1.4,7
2005,Manitoba,Masters,Both sexes,Employed parttime percent,v88832947,8.3.1.4,7
2010,Manitoba,Masters,Both sexes,Employed parttime percent,v88832947,8.3.1.4,4
2000,Manitoba,Masters,Both sexes,Out of labour force percent,v88832948,8.3.1.5,5
2005,Manitoba,Masters,Both sexes,Out of labour force percent,v88832948,8.3.1.5,2
2010,Manitoba,Masters,Both sexes,Out of labour force percent,v88832948,8.3.1.5,
2000,Manitoba,Masters,Both sexes,Unemployed rate,v88832949,8.3.1.6,3
2005,Manitoba,Masters,Both sexes,Unemployed rate,v88832949,8.3.1.6,3
2010,Manitoba,Masters,Both sexes,Unemployed rate,v88832949,8.3.1.6,
2000,Manitoba,Masters,Males,Number of graduates,v88832950,8.3.2.1,200
2005,Manitoba,Masters,Males,Number of graduates,v88832950,8.3.2.1,200
2010,Manitoba,Masters,Males,Number of graduates,v88832950,8.3.2.1,300
2000,Manitoba,Masters,Males,Employed percent,v88832951,8.3.2.2,97
2005,Manitoba,Masters,Males,Employed percent,v88832951,8.3.2.2,95
2010,Manitoba,Masters,Males,Employed percent,v88832951,8.3.2.2,95
2000,Manitoba,Masters,Males,Employed fulltime percent,v88832952,8.3.2.3,93
2005,Manitoba,Masters,Males,Employed fulltime percent,v88832952,8.3.2.3,90
2010,Manitoba,Masters,Males,Employed fulltime percent,v88832952,8.3.2.3,93
2000,Manitoba,Masters,Males,Employed parttime percent,v88832953,8.3.2.4,
2005,Manitoba,Masters,Males,Employed parttime percent,v88832953,8.3.2.4,4
2010,Manitoba,Masters,Males,Employed parttime percent,v88832953,8.3.2.4,
2000,Manitoba,Masters,Males,Out of labour force percent,v88832954,8.3.2.5,
2005,Manitoba,Masters,Males,Out of labour force percent,v88832954,8.3.2.5,
2010,Manitoba,Masters,Males,Out of labour force percent,v88832954,8.3.2.5,
2000,Manitoba,Masters,Males,Unemployed rate,v88832955,8.3.2.6,
2005,Manitoba,Masters,Males,Unemployed rate,v88832955,8.3.2.6,
2010,Manitoba,Masters,Males,Unemployed rate,v88832955,8.3.2.6,
2000,Manitoba,Masters,Females,Number of graduates,v88832956,8.3.3.1,300
2005,Manitoba,Masters,Females,Number of graduates,v88832956,8.3.3.1,400
2010,Manitoba,Masters,Females,Number of graduates,v88832956,8.3.3.1,400
2000,Manitoba,Masters,Females,Employed percent,v88832957,8.3.3.2,89
2005,Manitoba,Masters,Females,Employed percent,v88832957,8.3.3.2,95
2010,Manitoba,Masters,Females,Employed percent,v88832957,8.3.3.2,93
2000,Manitoba,Masters,Females,Employed fulltime percent,v88832958,8.3.3.3,80
2005,Manitoba,Masters,Females,Employed fulltime percent,v88832958,8.3.3.3,82
2010,Manitoba,Masters,Females,Employed fulltime percent,v88832958,8.3.3.3,87
2000,Manitoba,Masters,Females,Employed parttime percent,v88832959,8.3.3.4,9
2005,Manitoba,Masters,Females,Employed parttime percent,v88832959,8.3.3.4,9
2010,Manitoba,Masters,Females,Employed parttime percent,v88832959,8.3.3.4,6
2000,Manitoba,Masters,Females,Out of labour force percent,v88832960,8.3.3.5,7
2005,Manitoba,Masters,Females,Out of labour force percent,v88832960,8.3.3.5,2
2010,Manitoba,Masters,Females,Out of labour force percent,v88832960,8.3.3.5,
2000,Manitoba,Masters,Females,Unemployed rate,v88832961,8.3.3.6,
2005,Manitoba,Masters,Females,Unemployed rate,v88832961,8.3.3.6,3
2010,Manitoba,Masters,Females,Unemployed rate,v88832961,8.3.3.6,
2000,Manitoba,Doctorate,Both sexes,Number of graduates,v88832962,8.4.1.1,100
2005,Manitoba,Doctorate,Both sexes,Number of graduates,v88832962,8.4.1.1,100
2010,Manitoba,Doctorate,Both sexes,Number of graduates,v88832962,8.4.1.1,100
2000,Manitoba,Doctorate,Both sexes,Employed percent,v88832963,8.4.1.2,99
2005,Manitoba,Doctorate,Both sexes,Employed percent,v88832963,8.4.1.2,92
2010,Manitoba,Doctorate,Both sexes,Employed percent,v88832963,8.4.1.2,90
2000,Manitoba,Doctorate,Both sexes,Employed fulltime percent,v88832964,8.4.1.3,94
2005,Manitoba,Doctorate,Both sexes,Employed fulltime percent,v88832964,8.4.1.3,87
2010,Manitoba,Doctorate,Both sexes,Employed fulltime percent,v88832964,8.4.1.3,84
2000,Manitoba,Doctorate,Both sexes,Employed parttime percent,v88832965,8.4.1.4,
2005,Manitoba,Doctorate,Both sexes,Employed parttime percent,v88832965,8.4.1.4,
2010,Manitoba,Doctorate,Both sexes,Employed parttime percent,v88832965,8.4.1.4,
2000,Manitoba,Doctorate,Both sexes,Out of labour force percent,v88832966,8.4.1.5,
2005,Manitoba,Doctorate,Both sexes,Out of labour force percent,v88832966,8.4.1.5,
2010,Manitoba,Doctorate,Both sexes,Out of labour force percent,v88832966,8.4.1.5,
2000,Manitoba,Doctorate,Both sexes,Unemployed rate,v88832967,8.4.1.6,
2005,Manitoba,Doctorate,Both sexes,Unemployed rate,v88832967,8.4.1.6,
2010,Manitoba,Doctorate,Both sexes,Unemployed rate,v88832967,8.4.1.6,
2000,Manitoba,Doctorate,Males,Number of graduates,v88832968,8.4.2.1,0
2005,Manitoba,Doctorate,Males,Number of graduates,v88832968,8.4.2.1,100
2010,Manitoba,Doctorate,Males,Number of graduates,v88832968,8.4.2.1,0
2000,Manitoba,Doctorate,Males,Employed percent,v88832969,8.4.2.2,100
2005,Manitoba,Doctorate,Males,Employed percent,v88832969,8.4.2.2,95
2010,Manitoba,Doctorate,Males,Employed percent,v88832969,8.4.2.2,95
2000,Manitoba,Doctorate,Males,Employed fulltime percent,v88832970,8.4.2.3,100
2005,Manitoba,Doctorate,Males,Employed fulltime percent,v88832970,8.4.2.3,95
2010,Manitoba,Doctorate,Males,Employed fulltime percent,v88832970,8.4.2.3,91
2000,Manitoba,Doctorate,Males,Employed parttime percent,v88832971,8.4.2.4,
2005,Manitoba,Doctorate,Males,Employed parttime percent,v88832971,8.4.2.4,
2010,Manitoba,Doctorate,Males,Employed parttime percent,v88832971,8.4.2.4,
2000,Manitoba,Doctorate,Males,Out of labour force percent,v88832972,8.4.2.5,
2005,Manitoba,Doctorate,Males,Out of labour force percent,v88832972,8.4.2.5,
2010,Manitoba,Doctorate,Males,Out of labour force percent,v88832972,8.4.2.5,
2000,Manitoba,Doctorate,Males,Unemployed rate,v88832973,8.4.2.6,
2005,Manitoba,Doctorate,Males,Unemployed rate,v88832973,8.4.2.6,
2010,Manitoba,Doctorate,Males,Unemployed rate,v88832973,8.4.2.6,
2000,Manitoba,Doctorate,Females,Number of graduates,v88832974,8.4.3.1,0
2005,Manitoba,Doctorate,Females,Number of graduates,v88832974,8.4.3.1,0
2010,Manitoba,Doctorate,Females,Number of graduates,v88832974,8.4.3.1,100
2000,Manitoba,Doctorate,Females,Employed percent,v88832975,8.4.3.2,97
2005,Manitoba,Doctorate,Females,Employed percent,v88832975,8.4.3.2,88
2010,Manitoba,Doctorate,Females,Employed percent,v88832975,8.4.3.2,86
2000,Manitoba,Doctorate,Females,Employed fulltime percent,v88832976,8.4.3.3,85
2005,Manitoba,Doctorate,Females,Employed fulltime percent,v88832976,8.4.3.3,76
2010,Manitoba,Doctorate,Females,Employed fulltime percent,v88832976,8.4.3.3,80
2000,Manitoba,Doctorate,Females,Employed parttime percent,v88832977,8.4.3.4,
2005,Manitoba,Doctorate,Females,Employed parttime percent,v88832977,8.4.3.4,
2010,Manitoba,Doctorate,Females,Employed parttime percent,v88832977,8.4.3.4,
2000,Manitoba,Doctorate,Females,Out of labour force percent,v88832978,8.4.3.5,
2005,Manitoba,Doctorate,Females,Out of labour force percent,v88832978,8.4.3.5,
2010,Manitoba,Doctorate,Females,Out of labour force percent,v88832978,8.4.3.5,
2000,Manitoba,Doctorate,Females,Unemployed rate,v88832979,8.4.3.6,
2005,Manitoba,Doctorate,Females,Unemployed rate,v88832979,8.4.3.6,
2010,Manitoba,Doctorate,Females,Unemployed rate,v88832979,8.4.3.6,
2000,Saskatchewan,College,Both sexes,Number of graduates,v88832980,9.1.1.1,2100
2005,Saskatchewan,College,Both sexes,Number of graduates,v88832980,9.1.1.1,1900
2010,Saskatchewan,College,Both sexes,Number of graduates,v88832980,9.1.1.1,2400
2000,Saskatchewan,College,Both sexes,Employed percent,v88832981,9.1.1.2,92
2005,Saskatchewan,College,Both sexes,Employed percent,v88832981,9.1.1.2,93
2010,Saskatchewan,College,Both sexes,Employed percent,v88832981,9.1.1.2,92
2000,Saskatchewan,College,Both sexes,Employed fulltime percent,v88832982,9.1.1.3,81
2005,Saskatchewan,College,Both sexes,Employed fulltime percent,v88832982,9.1.1.3,86
2010,Saskatchewan,College,Both sexes,Employed fulltime percent,v88832982,9.1.1.3,84
2000,Saskatchewan,College,Both sexes,Employed parttime percent,v88832983,9.1.1.4,11
2005,Saskatchewan,College,Both sexes,Employed parttime percent,v88832983,9.1.1.4,6
2010,Saskatchewan,College,Both sexes,Employed parttime percent,v88832983,9.1.1.4,8
2000,Saskatchewan,College,Both sexes,Out of labour force percent,v88832984,9.1.1.5,3
2005,Saskatchewan,College,Both sexes,Out of labour force percent,v88832984,9.1.1.5,3
2010,Saskatchewan,College,Both sexes,Out of labour force percent,v88832984,9.1.1.5,
2000,Saskatchewan,College,Both sexes,Unemployed rate,v88832985,9.1.1.6,5
2005,Saskatchewan,College,Both sexes,Unemployed rate,v88832985,9.1.1.6,4
2010,Saskatchewan,College,Both sexes,Unemployed rate,v88832985,9.1.1.6,
2000,Saskatchewan,College,Males,Number of graduates,v88832986,9.1.2.1,800
2005,Saskatchewan,College,Males,Number of graduates,v88832986,9.1.2.1,800
2010,Saskatchewan,College,Males,Number of graduates,v88832986,9.1.2.1,1200
2000,Saskatchewan,College,Males,Employed percent,v88832987,9.1.2.2,92
2005,Saskatchewan,College,Males,Employed percent,v88832987,9.1.2.2,94
2010,Saskatchewan,College,Males,Employed percent,v88832987,9.1.2.2,92
2000,Saskatchewan,College,Males,Employed fulltime percent,v88832988,9.1.2.3,89
2005,Saskatchewan,College,Males,Employed fulltime percent,v88832988,9.1.2.3,90
2010,Saskatchewan,College,Males,Employed fulltime percent,v88832988,9.1.2.3,91
2000,Saskatchewan,College,Males,Employed parttime percent,v88832989,9.1.2.4,3
2005,Saskatchewan,College,Males,Employed parttime percent,v88832989,9.1.2.4,4
2010,Saskatchewan,College,Males,Employed parttime percent,v88832989,9.1.2.4,
2000,Saskatchewan,College,Males,Out of labour force percent,v88832990,9.1.2.5,2
2005,Saskatchewan,College,Males,Out of labour force percent,v88832990,9.1.2.5,
2010,Saskatchewan,College,Males,Out of labour force percent,v88832990,9.1.2.5,
2000,Saskatchewan,College,Males,Unemployed rate,v88832991,9.1.2.6,7
2005,Saskatchewan,College,Males,Unemployed rate,v88832991,9.1.2.6,5
2010,Saskatchewan,College,Males,Unemployed rate,v88832991,9.1.2.6,
2000,Saskatchewan,College,Females,Number of graduates,v88832992,9.1.3.1,1300
2005,Saskatchewan,College,Females,Number of graduates,v88832992,9.1.3.1,1100
2010,Saskatchewan,College,Females,Number of graduates,v88832992,9.1.3.1,1200
2000,Saskatchewan,College,Females,Employed percent,v88832993,9.1.3.2,92
2005,Saskatchewan,College,Females,Employed percent,v88832993,9.1.3.2,92
2010,Saskatchewan,College,Females,Employed percent,v88832993,9.1.3.2,91
2000,Saskatchewan,College,Females,Employed fulltime percent,v88832994,9.1.3.3,76
2005,Saskatchewan,College,Females,Employed fulltime percent,v88832994,9.1.3.3,83
2010,Saskatchewan,College,Females,Employed fulltime percent,v88832994,9.1.3.3,77
2000,Saskatchewan,College,Females,Employed parttime percent,v88832995,9.1.3.4,15
2005,Saskatchewan,College,Females,Employed parttime percent,v88832995,9.1.3.4,8
2010,Saskatchewan,College,Females,Employed parttime percent,v88832995,9.1.3.4,14
2000,Saskatchewan,College,Females,Out of labour force percent,v88832996,9.1.3.5,4
2005,Saskatchewan,College,Females,Out of labour force percent,v88832996,9.1.3.5,5
2010,Saskatchewan,College,Females,Out of labour force percent,v88832996,9.1.3.5,
2000,Saskatchewan,College,Females,Unemployed rate,v88832997,9.1.3.6,4
2005,Saskatchewan,College,Females,Unemployed rate,v88832997,9.1.3.6,4
2010,Saskatchewan,College,Females,Unemployed rate,v88832997,9.1.3.6,
2000,Saskatchewan,Bachelors,Both sexes,Number of graduates,v88832998,9.2.1.1,3100
2005,Saskatchewan,Bachelors,Both sexes,Number of graduates,v88832998,9.2.1.1,3100
2010,Saskatchewan,Bachelors,Both sexes,Number of graduates,v88832998,9.2.1.1,3500
2000,Saskatchewan,Bachelors,Both sexes,Employed percent,v88832999,9.2.1.2,93
2005,Saskatchewan,Bachelors,Both sexes,Employed percent,v88832999,9.2.1.2,93
2010,Saskatchewan,Bachelors,Both sexes,Employed percent,v88832999,9.2.1.2,92
2000,Saskatchewan,Bachelors,Both sexes,Employed fulltime percent,v88833000,9.2.1.3,86
2005,Saskatchewan,Bachelors,Both sexes,Employed fulltime percent,v88833000,9.2.1.3,84
2010,Saskatchewan,Bachelors,Both sexes,Employed fulltime percent,v88833000,9.2.1.3,85
2000,Saskatchewan,Bachelors,Both sexes,Employed parttime percent,v88833001,9.2.1.4,7
2005,Saskatchewan,Bachelors,Both sexes,Employed parttime percent,v88833001,9.2.1.4,7
2010,Saskatchewan,Bachelors,Both sexes,Employed parttime percent,v88833001,9.2.1.4,7
2000,Saskatchewan,Bachelors,Both sexes,Out of labour force percent,v88833002,9.2.1.5,2
2005,Saskatchewan,Bachelors,Both sexes,Out of labour force percent,v88833002,9.2.1.5,3
2010,Saskatchewan,Bachelors,Both sexes,Out of labour force percent,v88833002,9.2.1.5,4
2000,Saskatchewan,Bachelors,Both sexes,Unemployed rate,v88833003,9.2.1.6,5
2005,Saskatchewan,Bachelors,Both sexes,Unemployed rate,v88833003,9.2.1.6,4
2010,Saskatchewan,Bachelors,Both sexes,Unemployed rate,v88833003,9.2.1.6,4
2000,Saskatchewan,Bachelors,Males,Number of graduates,v88833004,9.2.2.1,1200
2005,Saskatchewan,Bachelors,Males,Number of graduates,v88833004,9.2.2.1,1200
2010,Saskatchewan,Bachelors,Males,Number of graduates,v88833004,9.2.2.1,1400
2000,Saskatchewan,Bachelors,Males,Employed percent,v88833005,9.2.2.2,95
2005,Saskatchewan,Bachelors,Males,Employed percent,v88833005,9.2.2.2,95
2010,Saskatchewan,Bachelors,Males,Employed percent,v88833005,9.2.2.2,94
2000,Saskatchewan,Bachelors,Males,Employed fulltime percent,v88833006,9.2.2.3,92
2005,Saskatchewan,Bachelors,Males,Employed fulltime percent,v88833006,9.2.2.3,91
2010,Saskatchewan,Bachelors,Males,Employed fulltime percent,v88833006,9.2.2.3,90
2000,Saskatchewan,Bachelors,Males,Employed parttime percent,v88833007,9.2.2.4,
2005,Saskatchewan,Bachelors,Males,Employed parttime percent,v88833007,9.2.2.4,2
2010,Saskatchewan,Bachelors,Males,Employed parttime percent,v88833007,9.2.2.4,
2000,Saskatchewan,Bachelors,Males,Out of labour force percent,v88833008,9.2.2.5,
2005,Saskatchewan,Bachelors,Males,Out of labour force percent,v88833008,9.2.2.5,2
2010,Saskatchewan,Bachelors,Males,Out of labour force percent,v88833008,9.2.2.5,
2000,Saskatchewan,Bachelors,Males,Unemployed rate,v88833009,9.2.2.6,4
2005,Saskatchewan,Bachelors,Males,Unemployed rate,v88833009,9.2.2.6,3
2010,Saskatchewan,Bachelors,Males,Unemployed rate,v88833009,9.2.2.6,
2000,Saskatchewan,Bachelors,Females,Number of graduates,v88833010,9.2.3.1,2000
2005,Saskatchewan,Bachelors,Females,Number of graduates,v88833010,9.2.3.1,1800
2010,Saskatchewan,Bachelors,Females,Number of graduates,v88833010,9.2.3.1,2100
2000,Saskatchewan,Bachelors,Females,Employed percent,v88833011,9.2.3.2,92
2005,Saskatchewan,Bachelors,Females,Employed percent,v88833011,9.2.3.2,91
2010,Saskatchewan,Bachelors,Females,Employed percent,v88833011,9.2.3.2,90
2000,Saskatchewan,Bachelors,Females,Employed fulltime percent,v88833012,9.2.3.3,82
2005,Saskatchewan,Bachelors,Females,Employed fulltime percent,v88833012,9.2.3.3,80
2010,Saskatchewan,Bachelors,Females,Employed fulltime percent,v88833012,9.2.3.3,82
2000,Saskatchewan,Bachelors,Females,Employed parttime percent,v88833013,9.2.3.4,10
2005,Saskatchewan,Bachelors,Females,Employed parttime percent,v88833013,9.2.3.4,9
2010,Saskatchewan,Bachelors,Females,Employed parttime percent,v88833013,9.2.3.4,9
2000,Saskatchewan,Bachelors,Females,Out of labour force percent,v88833014,9.2.3.5,3
2005,Saskatchewan,Bachelors,Females,Out of labour force percent,v88833014,9.2.3.5,4
2010,Saskatchewan,Bachelors,Females,Out of labour force percent,v88833014,9.2.3.5,5
2000,Saskatchewan,Bachelors,Females,Unemployed rate,v88833015,9.2.3.6,5
2005,Saskatchewan,Bachelors,Females,Unemployed rate,v88833015,9.2.3.6,6
2010,Saskatchewan,Bachelors,Females,Unemployed rate,v88833015,9.2.3.6,
2000,Saskatchewan,Masters,Both sexes,Number of graduates,v88833016,9.3.1.1,500
2005,Saskatchewan,Masters,Both sexes,Number of graduates,v88833016,9.3.1.1,500
2010,Saskatchewan,Masters,Both sexes,Number of graduates,v88833016,9.3.1.1,700
2000,Saskatchewan,Masters,Both sexes,Employed percent,v88833017,9.3.1.2,94
2005,Saskatchewan,Masters,Both sexes,Employed percent,v88833017,9.3.1.2,92
2010,Saskatchewan,Masters,Both sexes,Employed percent,v88833017,9.3.1.2,93
2000,Saskatchewan,Masters,Both sexes,Employed fulltime percent,v88833018,9.3.1.3,87
2005,Saskatchewan,Masters,Both sexes,Employed fulltime percent,v88833018,9.3.1.3,83
2010,Saskatchewan,Masters,Both sexes,Employed fulltime percent,v88833018,9.3.1.3,86
2000,Saskatchewan,Masters,Both sexes,Employed parttime percent,v88833019,9.3.1.4,7
2005,Saskatchewan,Masters,Both sexes,Employed parttime percent,v88833019,9.3.1.4,6
2010,Saskatchewan,Masters,Both sexes,Employed parttime percent,v88833019,9.3.1.4,7
2000,Saskatchewan,Masters,Both sexes,Out of labour force percent,v88833020,9.3.1.5,3
2005,Saskatchewan,Masters,Both sexes,Out of labour force percent,v88833020,9.3.1.5,5
2010,Saskatchewan,Masters,Both sexes,Out of labour force percent,v88833020,9.3.1.5,
2000,Saskatchewan,Masters,Both sexes,Unemployed rate,v88833021,9.3.1.6,3
2005,Saskatchewan,Masters,Both sexes,Unemployed rate,v88833021,9.3.1.6,3
2010,Saskatchewan,Masters,Both sexes,Unemployed rate,v88833021,9.3.1.6,
2000,Saskatchewan,Masters,Males,Number of graduates,v88833022,9.3.2.1,300
2005,Saskatchewan,Masters,Males,Number of graduates,v88833022,9.3.2.1,200
2010,Saskatchewan,Masters,Males,Number of graduates,v88833022,9.3.2.1,300
2000,Saskatchewan,Masters,Males,Employed percent,v88833023,9.3.2.2,97
2005,Saskatchewan,Masters,Males,Employed percent,v88833023,9.3.2.2,96
2010,Saskatchewan,Masters,Males,Employed percent,v88833023,9.3.2.2,94
2000,Saskatchewan,Masters,Males,Employed fulltime percent,v88833024,9.3.2.3,92
2005,Saskatchewan,Masters,Males,Employed fulltime percent,v88833024,9.3.2.3,91
2010,Saskatchewan,Masters,Males,Employed fulltime percent,v88833024,9.3.2.3,91
2000,Saskatchewan,Masters,Males,Employed parttime percent,v88833025,9.3.2.4,
2005,Saskatchewan,Masters,Males,Employed parttime percent,v88833025,9.3.2.4,
2010,Saskatchewan,Masters,Males,Employed parttime percent,v88833025,9.3.2.4,3
2000,Saskatchewan,Masters,Males,Out of labour force percent,v88833026,9.3.2.5,
2005,Saskatchewan,Masters,Males,Out of labour force percent,v88833026,9.3.2.5,
2010,Saskatchewan,Masters,Males,Out of labour force percent,v88833026,9.3.2.5,
2000,Saskatchewan,Masters,Males,Unemployed rate,v88833027,9.3.2.6,
2005,Saskatchewan,Masters,Males,Unemployed rate,v88833027,9.3.2.6,
2010,Saskatchewan,Masters,Males,Unemployed rate,v88833027,9.3.2.6,
2000,Saskatchewan,Masters,Females,Number of graduates,v88833028,9.3.3.1,300
2005,Saskatchewan,Masters,Females,Number of graduates,v88833028,9.3.3.1,300
2010,Saskatchewan,Masters,Females,Number of graduates,v88833028,9.3.3.1,400
2000,Saskatchewan,Masters,Females,Employed percent,v88833029,9.3.3.2,92
2005,Saskatchewan,Masters,Females,Employed percent,v88833029,9.3.3.2,89
2010,Saskatchewan,Masters,Females,Employed percent,v88833029,9.3.3.2,92
2000,Saskatchewan,Masters,Females,Employed fulltime percent,v88833030,9.3.3.3,82
