Ref_Date,GEO,HAR,Vector,Coordinate,Value
1927,Maritime provinces,Average yield (tons per acre),v47230,3.2,10.16
1928,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.90
1929,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.56
1930,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.49
1931,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.82
1932,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.66
1933,Maritime provinces,Average yield (tons per acre),v47230,3.2,14.48
1934,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.90
1935,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.93
1936,Maritime provinces,Average yield (tons per acre),v47230,3.2,14.48
1937,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.15
1938,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.17
1939,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.61
1940,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.28
1941,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.52
1942,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.62
1943,Maritime provinces,Average yield (tons per acre),v47230,3.2,14.42
1944,Maritime provinces,Average yield (tons per acre),v47230,3.2,14.73
1945,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.17
1946,Maritime provinces,Average yield (tons per acre),v47230,3.2,14.00
1947,Maritime provinces,Average yield (tons per acre),v47230,3.2,10.99
1948,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.77
1949,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.60
1950,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.98
1951,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.81
1952,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.52
1953,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.36
1954,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.60
1955,Maritime provinces,Average yield (tons per acre),v47230,3.2,14.08
1956,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.76
1957,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.45
1958,Maritime provinces,Average yield (tons per acre),v47230,3.2,14.27
1959,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.64
1960,Maritime provinces,Average yield (tons per acre),v47230,3.2,10.11
1961,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.18
1962,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.55
1963,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.35
1964,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.73
1965,Maritime provinces,Average yield (tons per acre),v47230,3.2,10.70
1966,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.26
1967,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.03
1968,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.19
1969,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.69
1970,Maritime provinces,Average yield (tons per acre),v47230,3.2,12.78
1971,Maritime provinces,Average yield (tons per acre),v47230,3.2,13.64
1972,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.33
1973,Maritime provinces,Average yield (tons per acre),v47230,3.2,9.00
1974,Maritime provinces,Average yield (tons per acre),v47230,3.2,11.36
1975,Maritime provinces,Average yield (tons per acre),v47230,3.2,8.20
1976,Maritime provinces,Average yield (tons per acre),v47230,3.2,10.00
1908,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,318.00
1909,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,404.00
1910,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,235.00
1911,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,325.00
1912,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,298.00
1913,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,302.00
1914,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,237.00
1915,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,245.00
1916,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,265.00
1917,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,240.00
1918,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,502.00
1919,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,789.00
1920,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,505.00
1921,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,488.00
1922,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,451.00
1923,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,339.00
1924,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,379.00
1925,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,398.00
1926,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,397.00
1927,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,387.00
1928,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,530.00
1929,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,467.00
1930,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,493.00
1931,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,312.00
1932,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,392.00
1933,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,456.00
1934,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,432.00
1935,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,401.00
1936,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,514.00
1937,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,388.00
1938,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,432.00
1939,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,411.00
1940,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,470.00
1941,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,356.00
1942,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,381.00
1943,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,447.00
1944,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,405.00
1945,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,276.00
1946,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,308.00
1947,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,222.00
1948,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,258.00
1949,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,223.00
1950,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,222.00
1951,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,221.00
1952,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,215.00
1953,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,199.00
1954,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,184.00
1955,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,200.00
1956,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,171.00
1957,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,152.00
1958,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,157.00
1959,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,135.00
1960,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,89.00
1961,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,85.00
1962,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,82.00
1963,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,84.00
1964,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,92.00
1965,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,61.00
1966,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,57.00
1967,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,43.00
1968,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,39.00
1969,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,33.00
1970,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,23.00
1971,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,15.00
1972,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,17.00
1973,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,18.00
1974,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,25.00
1975,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,12.00
1976,Maritime provinces,"Production (tons x 1,000)",v47242,3.3,13.00
1908,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,10.47
1909,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,7.89
1910,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,6.77
1911,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,11.89
1912,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,11.85
1913,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,12.99
1914,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,12.49
1915,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,12.31
1916,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,15.17
1917,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,17.42
1918,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,20.73
1919,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,21.00
1920,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,16.12
1921,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,8.03
1922,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,12.05
1923,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,11.05
1924,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,7.26
1925,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,11.11
1926,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,13.97
1927,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,8.57
1928,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,8.07
1929,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,10.11
1930,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,6.98
1931,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,4.72
1932,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,6.75
1933,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,7.82
1934,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,6.11
1935,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,6.71
1936,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,7.01
1937,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,7.46
1938,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,7.69
1939,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,9.44
1940,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,7.63
1941,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,10.31
1942,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,8.87
1943,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,14.35
1944,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,17.15
1945,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,19.27
1946,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,14.76
1947,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,16.74
1948,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,17.93
1949,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,24.25
1950,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,19.02
1951,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,25.24
1952,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,16.72
1953,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,13.73
1954,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,16.43
1955,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,22.13
1956,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,22.04
1957,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,24.68
1958,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,18.10
1959,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,18.09
1960,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,19.55
1961,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,19.47
1962,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,19.45
1963,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,18.20
1964,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,20.09
1965,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,26.08
1966,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,25.65
1967,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,23.70
1968,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,23.54
1969,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,37.52
1970,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,24.04
1971,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,27.67
1972,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,47.06
1973,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,48.44
1974,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,67.56
1975,Maritime provinces,Average farm price (dollars per ton),v47254,3.4,103.75
1908,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3328.00
1909,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3187.00
1910,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1591.00
1911,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3865.00
1912,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3531.00
1913,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3922.00
1914,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2961.00
1915,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3015.00
1916,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4019.00
1917,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4182.00
1918,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,10408.00
1919,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,16567.00
1920,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,8141.00
1921,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3918.00
1922,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,5433.00
1923,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3747.00
1924,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2753.00
1925,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4421.00
1926,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,5548.00
1927,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3318.00
1928,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4275.00
1929,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4723.00
1930,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3441.00
1931,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1472.00
1932,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2647.00
1933,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3567.00
1934,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2639.00
1935,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2691.00
1936,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3602.00
1937,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2895.00
1938,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3323.00
1939,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3880.00
1940,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3588.00
1941,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3669.00
1942,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3379.00
1943,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,6415.00
1944,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,6945.00
1945,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,5319.00
1946,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4546.00
1947,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3717.00
1948,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4627.00
1949,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,5407.00
1950,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4223.00
1951,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,5577.00
1952,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3594.00
1953,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2732.00
1954,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3024.00
1955,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,4426.00
1956,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3769.00
1957,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,3752.00
1958,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2841.00
1959,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,2442.00
1960,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1740.00
1961,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1655.00
1962,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1595.00
1963,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1529.00
1964,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1848.00
1965,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1591.00
1966,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1462.00
1967,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,1019.00
1968,Maritime provinces,"Total farm value (dollars x 1,000)",v47266,3.5,918.00
